#Samples have International Geo Sample Numbers (IGSNs) registered with System for Earth Sample Registration (SESAR; https://www.geosamples.org/about/services#igsnregistration). This file maps between sample names and IGSNs. It conforms to the ESS-DIVE Sample ID and Metadata Reporting Format (IGSN-ESS) v1.1.0 (Damerow et al. 2020). Some information may be repeated between the field metadata file and this file. Parent_IGSN is the IGSN for each site ID. The original site ID is listed in the Locality column.,,,,,,,,,,,,,,,,,,,,,,
Sample_Name,IGSN,Parent_IGSN,Material,Field_Name_Informal_Classification,Collection_Method,Collection_Method_Description,Comment,Latitude,Longitude,Primary_Physiographic_Feature,Physiographic_Feature_Name,Locality,Other_Names,Locality_Description,Country,State_or_Province,City_or_Township,Field_Program_Cruise,Collector_Chief_Scientist,Collection_Date,Related_URL,Related_URL_Type
CM_072_Sediment,10.58052/IEWDR01W9,10.58052/IEWDR01UF,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study,31.1355617,-96.8252242,stream,Brazos River,MP-102327,N/A,In stream site,United States,Texas,Eloise,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),A. Peyton  Smith, 2023-01-16,https://whondrs.pnnl.gov,regular URL
CM_072_Water,10.58052/IEWDR01WA,10.58052/IEWDR01UF,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study,31.1355617,-96.8252242,stream,Brazos River,MP-102327,N/A,In stream site,United States,Texas,Eloise,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),A. Peyton  Smith, 2023-01-16,https://whondrs.pnnl.gov,regular URL
CM_073_RNA,10.58052/IEWDR01WB,10.58052/IEWDR01UG,Other,Filter,grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",WHONDRS CONUS-Scale Model-Sample Study,44.3676591,-72.9688981,stream,Huntington River,SP-18,N/A,In stream site,United States,Vermont,Huntington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Ken Johnston, 2023-02-13,https://whondrs.pnnl.gov,regular URL
CM_073_Sediment,10.58052/IEWDR01WC,10.58052/IEWDR01UG,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study,44.3676591,-72.9688981,stream,Huntington River,SP-18,N/A,In stream site,United States,Vermont,Huntington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Ken Johnston, 2023-02-13,https://whondrs.pnnl.gov,regular URL
CM_073_Water,10.58052/IEWDR01WD,10.58052/IEWDR01UG,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study,44.3676591,-72.9688981,stream,Huntington River,SP-18,N/A,In stream site,United States,Vermont,Huntington,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Ken Johnston, 2023-02-13,https://whondrs.pnnl.gov,regular URL
CM_074_RNA,10.58052/IEWDR01WE,10.58052/IEWDR01UH,Other,Filter,grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",WHONDRS CONUS-Scale Model-Sample Study,43.6042604,-116.1946675,stream,Boise River,SP-19,N/A,In stream site,United States,Idaho,Boise,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),India Southern, 2023-01-08,https://whondrs.pnnl.gov,regular URL
CM_074_Sediment,10.58052/IEWDR01WF,10.58052/IEWDR01UH,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study,43.6042604,-116.1946675,stream,Boise River,SP-19,N/A,In stream site,United States,Idaho,Boise,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),India Southern, 2023-01-08,https://whondrs.pnnl.gov,regular URL
CM_074_Water,10.58052/IEWDR01WG,10.58052/IEWDR01UH,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study,43.6042604,-116.1946675,stream,Boise River,SP-19,N/A,In stream site,United States,Idaho,Boise,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),India Southern, 2023-01-08,https://whondrs.pnnl.gov,regular URL
CM_075_RNA,10.58052/IEWDR01WH,10.58052/IEWDR01UI,Other,Filter,grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",WHONDRS CONUS-Scale Model-Sample Study,29.953092,-82.927775,stream,Suwannee River,MP-100819,N/A,In stream site,United States,Florida,Branford,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Emory Wellman, 2023-03-06,https://whondrs.pnnl.gov,regular URL
CM_075_Sediment,10.58052/IEWDR01WI,10.58052/IEWDR01UI,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study,29.953092,-82.927775,stream,Suwannee River,MP-100819,N/A,In stream site,United States,Florida,Branford,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Emory Wellman, 2023-03-06,https://whondrs.pnnl.gov,regular URL
CM_075_Water,10.58052/IEWDR01WJ,10.58052/IEWDR01UI,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study,29.953092,-82.927775,stream,Suwannee River,MP-100819,N/A,In stream site,United States,Florida,Branford,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Emory Wellman, 2023-03-06,https://whondrs.pnnl.gov,regular URL
CM_076_RNA,10.58052/IEWDR01WK,10.58052/IEWDR01UJ,Other,Filter,grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",WHONDRS CONUS-Scale Model-Sample Study,39.76778,-94.8625,stream,MO River,MP-102055,N/A,In stream site,United States,Missouri,St. Joseph ,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Breanna Rivera Waterman, 2023-02-27,https://whondrs.pnnl.gov,regular URL
CM_076_Sediment,10.58052/IEWDR01WL,10.58052/IEWDR01UJ,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study,39.76778,-94.8625,stream,MO River,MP-102055,N/A,In stream site,United States,Missouri,St. Joseph ,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Breanna Rivera Waterman, 2023-02-27,https://whondrs.pnnl.gov,regular URL
CM_076_Water,10.58052/IEWDR01WM,10.58052/IEWDR01UJ,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study,39.76778,-94.8625,stream,MO River,MP-102055,N/A,In stream site,United States,Missouri,St. Joseph ,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Breanna Rivera Waterman, 2023-02-27,https://whondrs.pnnl.gov,regular URL
CM_077_RNA,10.58052/IEWDR01WN,10.58052/IEWDR01UK,Other,Filter,grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",WHONDRS CONUS-Scale Model-Sample Study,35.776694,-105.658917,stream,Rio Mora,MP-102385,N/A,In stream site,United States,New Mexico,Pecos,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Paige Tunby, 2023-02-20,https://whondrs.pnnl.gov,regular URL
CM_077_Sediment,10.58052/IEWDR01WO,10.58052/IEWDR01UK,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study,35.776694,-105.658917,stream,Rio Mora,MP-102385,N/A,In stream site,United States,New Mexico,Pecos,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Paige Tunby, 2023-02-20,https://whondrs.pnnl.gov,regular URL
CM_077_Water,10.58052/IEWDR01WP,10.58052/IEWDR01UK,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study,35.776694,-105.658917,stream,Rio Mora,MP-102385,N/A,In stream site,United States,New Mexico,Pecos,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Paige Tunby, 2023-02-20,https://whondrs.pnnl.gov,regular URL
CM_078_RNA,10.58052/IEWDR01WQ,10.58052/IEWDR01UL,Other,Filter,grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",WHONDRS CONUS-Scale Model-Sample Study,39.96766,-75.185,stream,Schuylkill River,MP-100379,N/A,In stream site,United States,Pennsylvania,Philadelphia,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Jon Hawkings, 2023-02-27,https://whondrs.pnnl.gov,regular URL
CM_078_Sediment,10.58052/IEWDR01WR,10.58052/IEWDR01UL,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study,39.96766,-75.185,stream,Schuylkill River,MP-100379,N/A,In stream site,United States,Pennsylvania,Philadelphia,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Jon Hawkings, 2023-02-27,https://whondrs.pnnl.gov,regular URL
CM_078_Water,10.58052/IEWDR01WS,10.58052/IEWDR01UL,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study,39.96766,-75.185,stream,Schuylkill River,MP-100379,N/A,In stream site,United States,Pennsylvania,Philadelphia,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Jon Hawkings, 2023-02-27,https://whondrs.pnnl.gov,regular URL
CM_079_RNA,10.58052/IEWDR01WT,10.58052/IEWDR01UM,Other,Filter,grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",WHONDRS CONUS-Scale Model-Sample Study,26.72027,-81.64963,stream,Caloosahatchee River,MP-100785,N/A,In stream site,United States,Florida,Ft. Myers,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Benjamin Marics, 2023-02-13,https://whondrs.pnnl.gov,regular URL
CM_079_Sediment,10.58052/IEWDR01WU,10.58052/IEWDR01UM,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study,26.72027,-81.64963,stream,Caloosahatchee River,MP-100785,N/A,In stream site,United States,Florida,Ft. Myers,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Benjamin Marics, 2023-02-13,https://whondrs.pnnl.gov,regular URL
CM_079_Water,10.58052/IEWDR01WV,10.58052/IEWDR01UM,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study,26.72027,-81.64963,stream,Caloosahatchee River,MP-100785,N/A,In stream site,United States,Florida,Ft. Myers,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Benjamin Marics, 2023-02-13,https://whondrs.pnnl.gov,regular URL
CM_080_RNA,10.58052/IEWDR01WW,10.58052/IEWDR01UN,Other,Filter,grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",WHONDRS CONUS-Scale Model-Sample Study,30.189567,-92.590164,stream,Mermentau River,MP-102281,N/A,In stream site,United States,Louisiana,Crowley,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Mahpara Mashiyat, 2023-03-20,https://whondrs.pnnl.gov,regular URL
CM_080_Sediment,10.58052/IEWDR01WX,10.58052/IEWDR01UN,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study,30.189567,-92.590164,stream,Mermentau River,MP-102281,N/A,In stream site,United States,Louisiana,Crowley,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Mahpara Mashiyat, 2023-03-20,https://whondrs.pnnl.gov,regular URL
CM_080_Water,10.58052/IEWDR01WY,10.58052/IEWDR01UN,Liquid>aqueous,Surface water,grab,Surface water was either (1) pulled into syringe from 50% water column depth and expelled through 0.22 micron filter into sample vials or (2) was not filtered and collected into a bottle.,WHONDRS CONUS-Scale Model-Sample Study,30.189567,-92.590164,stream,Mermentau River,MP-102281,N/A,In stream site,United States,Louisiana,Crowley,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Mahpara Mashiyat, 2023-03-20,https://whondrs.pnnl.gov,regular URL
CM_081_RNA,10.58052/IEWDR01WZ,10.58052/IEWDR01UO,Other,Filter,grab,"0.22 micron filter used for collecting filtered surface water samples and preserved with ""RNAlater"" for future microbial analysis",WHONDRS CONUS-Scale Model-Sample Study,31.669166,-81.830278,stream,Altamaha,MP-100747,N/A,In stream site,United States,Georgia,Doctortown,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Christof Meile, 2023-04-24,https://whondrs.pnnl.gov,regular URL
CM_081_Sediment,10.58052/IEWDR01X0,10.58052/IEWDR01UO,Sediment,Riverbed sediment,grab,"Sediment was scooped with a metal spoon (cleaned with hydrogen peroxide) into a bottle and two 50 milliliter vials containing ""RNAlater"" to preserve for future microbial analysis.",WHONDRS CONUS-Scale Model-Sample Study,31.669166,-81.830278,stream,Altamaha,MP-100747,N/A,In stream site,United States,Georgia,Doctortown,US Department of Energy River Corridor Science Focus Area; Worldwide Hydrobiogeochemical Observation Network for Dynamic River Systems (WHONDRS),Christof Meile, 2023-04-24,https://whondrs.pnnl.gov,regular URL
